Date,NewCase,CumCases,NewDeaths,Deaths
15/05/2020,1132.6540288321896,31880293.920231313,821.9696967849936,342220.05093252315
16/05/2020,845.9834864953964,31881139.90371781,617.9233574611474,342837.97428998427
17/05/2020,631.8445177217568,31881771.74823553,463.75646424499865,343301.7307542293
18/05/2020,471.90280991398856,31882243.651045445,347.6358072130339,343649.3665614423
19/05/2020,352.4488333306542,31882596.099878777,260.36324252698427,343909.7298039693
20/05/2020,263.2341908552509,31882859.33406963,194.87019160574897,344104.59999557503
21/05/2020,196.6020574040619,31883055.93612703,145.77342770509927,344250.3734232801
22/05/2020,146.8347500408019,31883202.77087707,108.99871604593368,344359.372139326
23/05/2020,109.66354117946634,31883312.434418246,81.47347331758539,344440.8456126436
24/05/2020,81.90105984041102,31883394.33547809,60.884386891417485,344501.729999535
25/05/2020,61.16661454016024,31883455.50209263,45.49138820151363,344547.22138773656
26/05/2020,45.68156711677733,31883501.18365975,33.98702211459636,344581.2084098511
27/05/2020,34.11701628219655,31883535.300676033,25.390442592229558,344606.59885244333
28/05/2020,25.480250981427204,31883560.780927014,18.967146157483548,344625.56599860085
29/05/2020,19.029894634150985,31883579.81082165,14.167908514044893,344639.7339071149
30/05/2020,14.212376097945397,31883594.023197748,10.58234803713203,344650.316255152
31/05/2020,10.614361514889232,31883604.637559265,7.903823089222127,344658.2200782412
01/06/2020,7.927186211219796,31883612.56474548,5.9031166151485115,344664.1231948563
02/06/2020,5.920308059041564,31883618.48505354,4.408833803854903,344668.5320286602
03/06/2020,4.421516460731906,31883622.906570002,3.2928258117905393,344671.82485447195
04/06/2020,3.3021758393097667,31883626.20874584,2.459321576250997,344674.2841760481
05/06/2020,2.466210706813014,31883628.674956545,1.8367882486963834,344676.12096429686
06/06/2020,1.841873202162096,31883630.516829748,1.371817297519566,344677.49278159434
07/06/2020,1.3755863280149887,31883631.892416075,1.0245336989307823,344678.51731529325
08/06/2020,1.027340822125475,31883632.919756897,0.7651591678698796,344679.2824744612
09/06/2020,0.7672566461213917,31883633.687013544,0.5714485300815406,344679.85392299126
10/06/2020,0.573016652782817,31883634.2600302,0.4267812833240421,344680.28070427454
11/06/2020,0.4279518383904546,31883634.687982034,0.3187402997019162,344680.59944457427
12/06/2020,0.31961229422364745,31883635.00759433,0.23805099639628644,344680.8374955707
13/06/2020,0.2386999380157783,31883635.246294264,0.17778770224147603,344681.015283273
14/06/2020,0.1782709843362102,31883635.42456525,0.13277931644741334,344681.1480625894
15/06/2020,0.13313989745146895,31883635.557705145,0.09916453552758335,344681.2472271249
16/06/2020,0.09943406073581143,31883635.65713921,0.07405959558254159,344681.3212867205
17/06/2020,0.07426121714581278,31883635.731400426,0.05531046335049619,344681.3765971838
18/06/2020,0.055461213270238036,31883635.786861643,0.04130810715923977,344681.4179052909
19/06/2020,0.04142068187575205,31883635.828282323,0.03085069398773478,344681.4487559849
20/06/2020,0.03093466994817274,31883635.85921699,0.02304065805223276,344681.471796643
21/06/2020,0.023103283001530098,31883635.882320274,0.017207737842567437,344681.4890043808
22/06/2020,0.017254467578433894,31883635.89957474,0.012851420231142871,344681.5018558011
23/06/2020,0.012886323306488307,31883635.91246107,0.009597925903935389,344681.51145372697
24/06/2020,0.00962401458553689,31883635.922085084,0.007168092916965322,344681.5186218199
25/06/2020,0.007187595032570811,31883635.929272678,0.005353412587249864,344681.5239752325
26/06/2020,0.005367983867319076,31883635.934640665,0.003998148246268082,344681.52797338075
27/06/2020,0.004009027910801211,31883635.93864969,0.002985985526169681,344681.5309593663
28/06/2020,0.0029941052934638443,31883635.941643793,0.002230059057307365,344681.5331894253
29/06/2020,0.0022361192717379663,31883635.94387991,0.0016654988103135683,344681.5348549241
30/06/2020,0.001670023758122679,31883635.94554993,0.0012438600797142437,344681.5360987841
01/07/2020,0.0012472403484572218,31883635.94679717,0.000928962922028929,344681.5370277471
